Datum,Částka,Zpráva,Kategorie,Merchant,Month,Year
2022-04-05,-300.0,"Částka: 300 CZK 02.04.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 300 CZK 02.04.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-04,2022
2022-04-07,-2000.0,"Částka: 2000 CZK 05.04.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 05.04.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-04,2022
2022-04-07,-1500.0,"Částka: 1500 CZK 05.04.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 1500 CZK 05.04.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-04,2022
2022-04-08,-2000.0,"Částka: 2000 CZK 06.04.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 06.04.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-04,2022
2022-04-12,-2000.0,"Částka: 2000 CZK 09.04.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 09.04.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-04,2022
2022-04-19,-2000.0,"Částka: 2000 CZK 13.04.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 13.04.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-04,2022
2022-05-04,-1000.0,"Částka: 1000 CZK 02.05.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 1000 CZK 02.05.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-05,2022
2022-05-06,-1200.0,"Částka: 1200 CZK 04.05.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 1200 CZK 04.05.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-05,2022
2022-05-06,-1000.0,"Částka: 1000 CZK 04.05.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 1000 CZK 04.05.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-05,2022
2022-05-10,-2500.0,"Částka: 2500 CZK 06.05.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2500 CZK 06.05.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-05,2022
2022-05-12,-2000.0,"Částka: 2000 CZK 10.05.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 10.05.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-05,2022
2022-06-13,-2000.0,"Částka: 2000 CZK 09.06.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 09.06.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-06,2022
2022-08-16,-200.0,"Částka: 200 CZK 13.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 200 CZK 13.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-08-16,-2000.0,"Částka: 2000 CZK 13.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 13.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-08-16,-2000.0,"Částka: 2000 CZK 12.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 12.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-08-22,-2500.0,"Částka: 2500 CZK 18.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2500 CZK 18.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-08-30,-3000.0,"Částka: 3000 CZK 27.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 3000 CZK 27.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-08-30,-200.0,"Částka: 200 CZK 27.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 200 CZK 27.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-08-30,-2500.0,"Částka: 2500 CZK 26.08.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2500 CZK 26.08.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-08,2022
2022-09-07,-1500.0,"Částka: 1500 CZK 05.09.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 1500 CZK 05.09.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-09,2022
2022-09-13,-2000.0,"Částka: 2000 CZK 09.09.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 09.09.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-09,2022
2022-09-13,-2000.0,"Částka: 2000 CZK 09.09.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2000 CZK 09.09.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-09,2022
2022-09-22,-1500.0,"Částka: 1500 CZK 20.09.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 1500 CZK 20.09.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-09,2022
2022-09-26,-2500.0,"Částka: 2500 CZK 22.09.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 2500 CZK 22.09.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-09,2022
2022-09-30,-500.0,"Částka: 500 CZK 28.09.2022 Místo: TIPSPORT.CZ tipsport.cz  , Částka: 500 CZK 28.09.2022, Místo: TIPSPORT.CZ, tipsport.cz,",Volný čas a zábava,Tipsport.Cz Tipsport.Cz,2022-09,2022
2022-08-15,-713.44,"Částka: 55,2 BGN 10.08.2022 Místo: Trade Art Ltd Tsarevo  , Částka: 55,2 BGN 10.08.2022, Místo: Trade Art Ltd, Tsarevo,",Odchozí nezatříděná,Trade Art Ltd Tsarevo,2022-08,2022
2022-08-17,-449.37,"Částka: 35 BGN 13.08.2022 Místo: Trade Art Ltd Tsarevo  , Částka: 35 BGN 13.08.2022, Místo: Trade Art Ltd, Tsarevo,",Odchozí nezatříděná,Trade Art Ltd Tsarevo,2022-08,2022
2024-05-15,-125.0,"Částka: 125 CZK 14.05.2024 Místo: TRAFICON-CB HRDEJOVIC HRDEJOVICE, Částka: 125 CZK 14.05.2024, Místo: TRAFICON-CB HRDEJOVIC, HRDEJOVICE",Nákupy a služby,Traficon-Cb Hrdejovic Hrdejovic,2024-05,2024
2023-12-20,-937.0,"Částka: 937 CZK 18.12.2023 Místo: TRYZUB CESKE BUDEJOV, Částka: 937 CZK 18.12.2023, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2023-12,2023
2024-03-13,-144.0,"Částka: 144 CZK 11.03.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 144 CZK 11.03.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-03,2024
2024-03-14,-447.3,"Částka: 447,3 CZK 12.03.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 447,3 CZK 12.03.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-03,2024
2024-03-18,-583.5,"Částka: 583,5 CZK 16.03.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 583,5 CZK 16.03.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-03,2024
2024-03-19,-470.0,"Částka: 470 CZK 17.03.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 470 CZK 17.03.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-03,2024
2024-04-18,-724.0,"Částka: 724 CZK 16.04.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 724 CZK 16.04.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-04,2024
2024-05-10,-98.0,"Částka: 98 CZK 08.05.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 98 CZK 08.05.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-05,2024
2024-08-12,-230.0,"Částka: 230 CZK 10.08.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 230 CZK 10.08.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-08,2024
2024-08-27,-1270.0,"Částka: 1270 CZK 25.08.2024 Místo: TRYZUB CESKE BUDEJOV, Částka: 1270 CZK 25.08.2024, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2024-08,2024
2025-03-14,-68.0,"Částka: 68 CZK 12.03.2025 Místo: TRYZUB CESKE BUDEJOV, Částka: 68 CZK 12.03.2025, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2025-03,2025
2025-03-25,-684.0,"Částka: 684 CZK 23.03.2025 Místo: TRYZUB CESKE BUDEJOV, Částka: 684 CZK 23.03.2025, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2025-03,2025
2025-03-26,-733.0,"Částka: 733 CZK 24.03.2025 Místo: TRYZUB CESKE BUDEJOV, Částka: 733 CZK 24.03.2025, Místo: TRYZUB, CESKE BUDEJOV",Restaurace,Tryzub Ceske Budejov,2025-03,2025
2023-05-05,-2327.59,"Částka: 84,8 GBP 03.05.2023 Místo: TXW*LONDON TAXI 72328 GLASGOW, Částka: 84,8 GBP 03.05.2023, Místo: TXW*LONDON TAXI 72328, GLASGOW",Doprava,Txw_London Taxi 72328 Glasgow,2023-05,2023
2023-04-24,-600.0,"Částka: 600 CZK 20.04.2023 Místo: U CERNEHO KONICKA C. BUDEJOVICE, Částka: 600 CZK 20.04.2023, Místo: U CERNEHO KONICKA, C. BUDEJOVICE",Restaurace,U Cerneho Konicka C. Budejovice,2023-04,2023
2022-08-08,-450.0,"Částka: 450 CZK 04.08.2022 Místo: U MESTA KRUMLOVA C BUDEJOVICE  , Částka: 450 CZK 04.08.2022, Místo: U MESTA KRUMLOVA, C BUDEJOVICE,",Odchozí nezatříděná,U Mesta Krumlova C Budejovice,2022-08,2022
2023-01-26,-470.0,"Částka: 470 CZK 24.01.2023 Místo: U MESTA KRUMLOVA C BUDEJOVICE, Částka: 470 CZK 24.01.2023, Místo: U MESTA KRUMLOVA, C BUDEJOVICE",Odchozí nezatříděná,U Mesta Krumlova C Budejovice,2023-01,2023
2023-03-30,-420.0,"Částka: 420 CZK 28.03.2023 Místo: U MESTA KRUMLOVA C BUDEJOVICE, Částka: 420 CZK 28.03.2023, Místo: U MESTA KRUMLOVA, C BUDEJOVICE",Odchozí nezatříděná,U Mesta Krumlova C Budejovice,2023-03,2023
2023-05-24,-141.0,"Částka: 141 CZK 22.05.2023 Místo: U MESTA KRUMLOVA C BUDEJOVICE, Částka: 141 CZK 22.05.2023, Místo: U MESTA KRUMLOVA, C BUDEJOVICE",Odchozí nezatříděná,U Mesta Krumlova C Budejovice,2023-05,2023
2023-08-10,-90.0,"Částka: 90 CZK 08.08.2023 Místo: U MESTA KRUMLOVA C BUDEJOVICE, Částka: 90 CZK 08.08.2023, Místo: U MESTA KRUMLOVA, C BUDEJOVICE",Odchozí nezatříděná,U Mesta Krumlova C Budejovice,2023-08,2023
2022-12-22,-6330.0,"201048, 221222",Odchozí nezatříděná,UNKNOWN,2022-12,2022
2022-07-25,-803.0,"Částka: 803 CZK 21.07.2022 Místo: UNI HOBBY C.BUDEJOVIC C.BUDEJOVICE  , Částka: 803 CZK 21.07.2022, Místo: UNI HOBBY C.BUDEJOVIC, C.BUDEJOVICE,",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2022-07,2022
2023-11-20,-856.0,"Částka: 856 CZK 18.11.2023 Místo: UNI HOBBY C.BUDEJOVIC C.BUDEJOVICE, Částka: 856 CZK 18.11.2023, Místo: UNI HOBBY C.BUDEJOVIC, C.BUDEJOVICE",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2023-11,2023
2023-11-20,-1796.0,"Částka: 1796 CZK 18.11.2023 Místo: UNI HOBBY C.BUDEJOVIC C.BUDEJOVICE, Částka: 1796 CZK 18.11.2023, Místo: UNI HOBBY C.BUDEJOVIC, C.BUDEJOVICE",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2023-11,2023
2023-11-20,-1074.0,"Částka: 1074 CZK 17.11.2023 Místo: UNI HOBBY C.BUDEJOVIC C.BUDEJOVICE, Částka: 1074 CZK 17.11.2023, Místo: UNI HOBBY C.BUDEJOVIC, C.BUDEJOVICE",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2023-11,2023
2024-01-23,-288.0,"Částka: 288 CZK 22.01.2024 Místo: UNI HOBBY C.BUDEJOVIC C.BUDEJOVICE, Částka: 288 CZK 22.01.2024, Místo: UNI HOBBY C.BUDEJOVIC, C.BUDEJOVICE",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-01,2024
2024-03-11,-1467.0,"Částka: 1467 CZK 08.03.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1467 CZK 08.03.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-03,2024
2024-03-25,-55.0,"Částka: 55 CZK 23.03.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 55 CZK 23.03.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-03,2024
2024-04-08,-644.0,"Částka: 644 CZK 06.04.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 644 CZK 06.04.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-04,2024
2024-04-08,-284.0,"Částka: 284 CZK 05.04.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 284 CZK 05.04.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-04,2024
2024-04-23,-279.0,"Částka: 279 CZK 22.04.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 279 CZK 22.04.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-04,2024
2024-05-10,-136.0,"Částka: 136 CZK 09.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 136 CZK 09.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-13,-1185.0,"Částka: 1185 CZK 10.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1185 CZK 10.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-13,-275.0,"Částka: 275 CZK 10.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 275 CZK 10.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-13,-1596.0,"Částka: 1596 CZK 10.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1596 CZK 10.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-14,-1902.9,"Částka: 1902,9 CZK 13.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1902,9 CZK 13.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-14,-1728.0,"Částka: 1728 CZK 13.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1728 CZK 13.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-15,-798.01,"Částka: 798,01 CZK 14.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 798,01 CZK 14.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-05-23,-786.0,"Částka: 786 CZK 22.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 786 CZK 22.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-05,2024
2024-06-03,-549.0,"Částka: 549 CZK 31.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 549 CZK 31.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-06,2024
2024-06-03,-606.0,"Částka: 606 CZK 31.05.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 606 CZK 31.05.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-06,2024
2024-06-10,-1198.0,"Částka: 1198 CZK 07.06.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1198 CZK 07.06.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-06,2024
2024-06-10,-299.0,"Částka: 299 CZK 07.06.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 299 CZK 07.06.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-06,2024
2024-06-10,-774.0,"Částka: 774 CZK 07.06.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 774 CZK 07.06.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-06,2024
2024-06-21,-1801.0,"Částka: 1801 CZK 20.06.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1801 CZK 20.06.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-06,2024
2024-07-17,-586.0,"Částka: 586 CZK 16.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 586 CZK 16.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-07,2024
2024-07-18,-3744.92,"Částka: 3744,92 CZK 17.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 3744,92 CZK 17.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-07,2024
2024-07-23,-1587.0,"Částka: 1587 CZK 22.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1587 CZK 22.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-07,2024
2024-07-23,-1700.0,"Částka: 1700 CZK 22.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1700 CZK 22.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-07,2024
2024-07-24,-680.0,"Částka: 680 CZK 23.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 680 CZK 23.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-07,2024
2024-07-24,-611.0,"Částka: 611 CZK 23.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 611 CZK 23.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-07,2024
2024-08-01,-129.0,"Částka: 129 CZK 31.07.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 129 CZK 31.07.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-08,2024
2024-10-08,-354.0,"Částka: 354 CZK 07.10.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 354 CZK 07.10.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-10,2024
2024-10-14,-187.0,"Částka: 187 CZK 12.10.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 187 CZK 12.10.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-10,2024
2024-10-15,-90.0,"Částka: 90 CZK 14.10.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 90 CZK 14.10.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-10,2024
2024-11-06,-902.0,"Částka: 902 CZK 05.11.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 902 CZK 05.11.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-11,2024
2024-11-11,-886.0,"Částka: 886 CZK 08.11.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 886 CZK 08.11.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-11,2024
2024-11-26,-435.0,"Částka: 435 CZK 25.11.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 435 CZK 25.11.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-11,2024
2024-11-29,-495.37,"Částka: 495,37 CZK 28.11.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 495,37 CZK 28.11.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-11,2024
2024-11-29,-983.0,"Částka: 983 CZK 28.11.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 983 CZK 28.11.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-11,2024
2024-12-04,-478.0,"Částka: 478 CZK 03.12.2024 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 478 CZK 03.12.2024, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2024-12,2024
2025-01-17,-129.0,"Částka: 129 CZK 15.01.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 129 CZK 15.01.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-01,2025
2025-01-17,-320.0,"Částka: 320 CZK 15.01.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 320 CZK 15.01.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-01,2025
2025-01-23,-406.0,"Částka: 406 CZK 22.01.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 406 CZK 22.01.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-01,2025
2025-01-31,-1793.0,"Částka: 1793 CZK 30.01.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1793 CZK 30.01.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-01,2025
2025-03-17,-78.0,"Částka: 78 CZK 16.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 78 CZK 16.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-03-17,-50.0,"Částka: 50 CZK 14.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 50 CZK 14.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-03-19,-124.0,"Částka: 124 CZK 18.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 124 CZK 18.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-03-19,-268.0,"Částka: 268 CZK 18.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 268 CZK 18.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-03-20,-129.0,"Částka: 129 CZK 19.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 129 CZK 19.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-03-20,-76.18,"Částka: 76,18 CZK 19.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 76,18 CZK 19.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-03-31,-477.0,"Částka: 477 CZK 28.03.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 477 CZK 28.03.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-03,2025
2025-07-02,-1316.0,"Částka: 1316 CZK 01.07.2025 Místo: Uni Hobby C.Budejovic C.Budejovice, Částka: 1316 CZK 01.07.2025, Místo: Uni Hobby C.Budejovic, C.Budejovice",Vybavení domácnosti,Uni Hobby C.Budejovic C.Budejov,2025-07,2025
